@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute Class {'1','2'}
@data
-0.912520718894649,6.86406616499404,6.86406616499404,2.3908719968303,'2'
-1.15491969381159,0.959064906930551,0.959064906930551,-0.614027086971439,'2'
-1.03372020635312,1.43784879271948,1.43784879271948,-0.313537178591267,'2'
-0.912520718894649,2.07622730710473,2.07622730710473,0.115734119094696,'2'
-1.03372020635312,2.71460582148996,2.71460582148996,1.48940227168978,'1'
-0.670121743977705,-0.477286750436246,-0.477286750436246,-1.64427820141775,'1'
-0.912520718894649,0.00149713535268579,0.00149713535268595,-1.21500690373179,'2'
-1.03372020635312,0.799470278334234,0.799470278334235,-0.313537178591267,'1'
-0.912520718894649,0.320686392545307,0.320686392545307,-0.871589865583017,'2'
-0.548922256519233,6.2256876506088,6.2256876506088,2.3908719968303,'2'
-0.670121743977705,2.55501119289366,2.55501119289366,0.673786806086447,'1'
-1.15491969381159,-0.636881379032556,-0.636881379032557,-1.64427820141775,'1'
-0.912520718894649,0.480281021141618,0.480281021141618,-0.614027086971439,'2'
-1.03372020635312,0.959064906930551,0.959064906930551,0.201588378631888,'1'
-0.912520718894649,-0.158097493243625,-0.158097493243625,-1.17207977396319,'2'
-0.912520718894649,-0.317692121839935,-0.317692121839935,-1.34378829303758,'2'
-0.912520718894649,1.11865953552686,1.11865953552686,0.244515508400484,'2'
-0.912520718894649,1.27825416412317,1.27825416412317,0.287442638169081,'2'
-0.912520718894649,-0.636881379032556,-0.636881379032557,-1.64427820141775,'2'
-0.670121743977705,0.639875649737928,0.639875649737929,-0.614027086971439,'1'
-0.912520718894649,-0.158097493243625,-0.158097493243625,-1.1291526441946,'2'
-0.0641243066853454,0.320686392545307,0.320686392545307,-1.1291526441946,'1'
-0.670121743977705,1.11865953552686,1.11865953552686,-0.0989015297482856,'1'
-0.670121743977705,-0.158097493243625,-0.158097493243625,-1.21500690373179,'1'
-0.670121743977705,0.799470278334234,0.799470278334235,-0.356464308359863,'2'
-0.670121743977705,-0.317692121839935,-0.317692121839935,-1.34378829303758,'2'
-0.670121743977705,0.161091763948996,0.161091763948997,-0.914516995351613,'1'
-1.03372020635312,1.11865953552686,1.11865953552686,0.673786806086447,'1'
-0.670121743977705,0.480281021141618,0.480281021141618,-0.614027086971439,'2'
-0.670121743977705,0.320686392545307,0.320686392545307,-0.699881346508632,'2'
-0.912520718894649,1.43784879271948,1.43784879271948,0.931349584698021,'1'
-0.912520718894649,0.161091763948996,0.161091763948997,-0.614027086971439,'2'
-0.912520718894649,0.799470278334234,0.799470278334235,0.201588378631888,'2'
-0.670121743977705,-0.158097493243625,-0.158097493243625,-1.1291526441946,'2'
-0.912520718894649,1.11865953552686,1.11865953552686,0.630859676317851,'2'
-0.670121743977705,0.00149713535268579,0.00149713535268595,-0.871589865583017,'2'
-0.912520718894649,0.959064906930551,0.959064906930551,0.459151157243466,'2'
-0.912520718894649,-0.317692121839935,-0.317692121839935,-1.1291526441946,'1'
-0.912520718894649,-0.317692121839935,-0.317692121839935,-1.1291526441946,'2'
