@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 {'1','2'}
@attribute Class {'1','2'}
@data
-1.25090198479332,-2.18727228863176,-2.7833164935158,'2','2'
-1.07830912178708,-2.11078610170048,-2.7833164935158,'2','2'
-1.58015606191292,-1.88132754090664,-2.59999303089824,'2','2'
-1.46996215707047,-1.49889660625025,-3.14996341875093,'2','2'
-0.685328449095943,-2.26375847556304,-1.13340532995774,'2','2'
-0.218000081571353,-2.18727228863176,-0.948430304613885,'2','2'
-0.406524593470477,-2.18727228863176,-0.578480253926191,'2','2'
-0.820747464685456,-1.49889660625025,-1.68337571781042,'2','2'
-0.687983723911424,-1.57538279318153,-1.13340532995774,'1','2'
-0.742416857628777,-1.72835516704409,-0.763455279270039,'2','2'
-1.43013303483826,-0.657548550006172,-2.7833164935158,'2','2'
-0.638861139825032,-1.88132754090664,-0.395156791308629,'1','2'
-0.508752673866481,-1.80484135397536,-0.578480253926191,'2','2'
-0.742416857628777,-1.49889660625025,-1.13340532995774,'2','2'
-0.690638998726905,-1.72835516704409,-0.578480253926191,'1','2'
0.388730213765972,-1.57538279318153,-1.31342566712273,'2','2'
-0.763659056152623,-1.49889660625025,-0.948430304613885,'2','2'
-0.763659056152623,-1.72835516704409,-0.395156791308629,'1','2'
1.23709051731204,-2.11078610170048,-0.395156791308629,'2','2'
-0.524684322759365,-1.65186898011281,-0.578480253926191,'2','1'
-1.46996215707047,-0.275117615349773,-3.14996341875093,'1','1'
-0.698604823173347,-1.34592423238769,-1.13340532995774,'2','1'
-1.23098742367721,-0.428089989212333,-2.7833164935158,'2','1'
-0.306951787889954,-1.26943804545641,-1.31342566712273,'1','1'
-0.994667965099437,-1.11646567159385,-1.31672879257529,'2','1'
-1.43013303483826,-0.351603802281053,-2.7833164935158,'2','1'
-1.25090198479332,-0.810520923868731,-1.68337571781042,'2','1'
1.40570046809506,-1.95781372783793,-0.211833328691065,'2','1'
-0.633550590194072,-1.26943804545641,-0.578480253926191,'1','1'
-0.579117456476718,-1.19295185852513,-0.763455279270039,'2','1'
-0.502114486827779,-1.26943804545641,-0.578480253926191,'2','1'
-0.603014929816044,-1.34592423238769,-0.211833328691065,'2','1'
1.1866402958179,-1.72835516704409,-0.0285098660735021,'1','1'
1.38313063216347,-1.72835516704409,-0.0285098660735021,'2','1'
-0.786228892084208,-2.11078610170048,-0.0285098660735021,'1','1'
-0.685328449095943,-1.19295185852513,-0.211833328691065,'2','1'
-0.729140483551375,-1.11646567159385,-0.211833328691065,'1','1'
-0.734451033182335,-0.887007110800011,-0.578480253926191,'2','1'
-1.22036632441529,-0.275117615349773,-1.68337571781042,'2','1'
2.22086983644761,-1.49889660625025,-0.395156791308629,'1','1'
-1.53103347782652,0.336771880100463,-2.7833164935158,'1','1'
-1.02520362547746,-0.428089989212333,-1.31672879257529,'1','1'
-0.698604823173347,-0.657548550006172,-0.946778741887601,'1','1'
-1.25090198479332,-0.198631428418495,-1.68337571781042,'2','1'
-0.766314330968103,-0.887007110800011,-0.395156791308629,'1','1'
