@relation data
@attribute V1 numeric
@attribute V2 {'1','2','3','4','5','6','7','8','9','10','11','12'}
@attribute V3 {'1','2','3'}
@attribute V4 {'1','2','3','4'}
@attribute V5 {'1','2'}
@attribute V6 numeric
@attribute V7 {'1','2'}
@attribute V8 {'1','2'}
@attribute V9 {'1','2','3'}
@attribute V10 numeric
@attribute V11 {'1','2','3','4','5','6','7','8','9','10','11','12'}
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 {'1','2','3','4'}
@attribute Class {'1','2'}
@data
-1.05615282782352,'6','2','1','1',0.121058467392605,'1','1','1',0.374010692776474,'6',-0.711782069525843,-0.576765671930079,-0.407173259134425,-0.320377383939412,'4','1'
-0.772497366362717,'3','2','2','1',1.11852057343135,'2','2','1',-0.595960534553192,'4',-0.169175176733347,-0.576765671930079,2.98871349195284,2.04150790393679,'1','1'
-0.583393725388851,'11','3','3','1',-0.0241417126003767,'2','1','1',0.0102714825278495,'1',-0.303864830972619,-0.576765671930079,2.89882237207112,0.270093938029638,'1','1'
-1.05615282782352,'11','2','3','1',0.0177237855211696,'2','2','3',-1.56593176188286,'2',-0.24998896927691,0.387924525182717,-0.407173259134425,-0.320377383939412,'4','1'
1.68584996629754,'8','2','2','1',-0.472700621045514,'2','1','3',-1.32343895505044,'4',-0.1460855217209,-0.576765671930079,-0.407173259134425,-0.320377383939412,'4','1'
-0.583393725388851,'11','3','3','1',-0.224498025039205,'1','1','1',0.858996306441307,'10',-0.473188967730561,-0.25520227289248,1.36068543187277,1.45103658196774,'1','1'
-0.488841904901918,'2','2','3','1',-0.370695002606508,'2','1','1',-0.232221324304567,'4',0.296466199350994,-0.576765671930079,2.89882237207112,0.860565259998689,'2','1'
-0.205186443441119,'5','2','2','1',-0.42385753990371,'2','1','1',-1.20219255163423,'4',-0.434706209376483,-0.25520227289248,-0.407173259134425,-0.320377383939412,'4','1'
-0.0160828024672526,'9','2','3','1',-0.399269866403754,'2','1','3',-0.232221324304567,'4',-0.796444137904814,-0.25520227289248,-0.407173259134425,-0.320377383939412,'4','1'
0.173020838506613,'3','2','1','1',-0.501940016558974,'2','2','1',0.131517885944058,'1',0.188714475959576,-0.576765671930079,1.07103626780945,0.860565259998689,'1','1'
-0.205186443441119,'3','2','2','1',2.64195953285427,'2','1','3',0.495257096192682,'4',0.0347834425432656,-0.576765671930079,-0.407173259134425,-0.320377383939412,'4','1'
0.173020838506613,'1','2','2','1',-0.384982434505131,'2','1','1',0.131517885944058,'1',-0.580940691121979,-0.25520227289248,-0.407173259134425,-0.320377383939412,'4','1'
-0.488841904901918,'5','2','3','1',-0.104217784404286,'1','1','1',-0.353467727720775,'8',0.246438613490693,-0.25520227289248,-0.407173259134425,-0.320377383939412,'4','1'
-2.00167103269284,'4','3','2','1',-0.305903160275544,'1','1','1',1.70772113035476,'1',-0.0113958674816277,-0.576765671930079,-0.407173259134425,-0.320377383939412,'4','2'
-0.961601007336583,'8','2','2','1',-0.35308491212681,'2','2','1',1.58647472693856,'11',-0.673299311171765,-0.576765671930079,2.00989907546298,0.270093938029638,'1','1'
-0.110634622954186,'11','2','3','1',-0.408241044572657,'1','2','1',1.58647472693856,'8',-0.288471727630988,-0.25520227289248,-0.407173259134425,-0.320377383939412,'4','1'
1.40219450483674,'5','2','2','1',0.88061821902637,'1','1','1',1.34398192010614,'8',-0.0960579358605988,0.709487924220315,-0.407173259134425,-0.320377383939412,'4','1'
-0.394290084414985,'1','3','3','1',0.297159372189584,'2','1','1',0.495257096192682,'1',-0.577092415286571,-0.576765671930079,1.12097577885485,0.860565259998689,'1','1'
-1.52891193025818,'8','3','1','1',-0.546131375687273,'2','1','3',0.858996306441307,'4',-0.0537269016711132,-0.576765671930079,-0.407173259134425,-0.320377383939412,'4','1'
-0.961601007336583,'3','2','2','1',-0.428841527775322,'1','1','1',-1.08094614821802,'12',-0.446251036882707,-0.576765671930079,1.12097577885485,0.270093938029638,'2','1'
-0.299738263928052,'11','1','4','1',-0.472700621045514,'2','1','1',0.252764289360266,'5',-0.646361380323911,-0.25520227289248,-0.407173259134425,-0.320377383939412,'4','1'
0.0784690180196804,'11','1','3','1',-0.467384367315793,'1','1','1',0.374010692776474,'5',-0.477037243565969,0.0663611261451185,-0.407173259134425,-0.320377383939412,'4','1'
0.267572658993546,'3','3','2','1',-0.437480440086118,'1','1','3',-0.474714131136983,'2',-0.59633379446361,-0.25520227289248,-0.407173259134425,-0.320377383939412,'4','1'
0.267572658993546,'9','2','2','1',-0.441799896241515,'1','1','1',-1.08094614821802,'12',-0.534761381097085,-0.25520227289248,-0.407173259134425,-0.320377383939412,'4','1'
-1.43436010977125,'10','2','3','1',-0.292280260093136,'1','1','1',1.70772113035476,'11',-0.365437244339143,0.0663611261451185,-0.407173259134425,-0.320377383939412,'4','1'
-0.0160828024672526,'11','2','3','1',1.48201942220096,'1','1','1',0.495257096192682,'5',-0.315409658478842,-0.25520227289248,-0.407173259134425,-0.320377383939412,'4','1'
1.30764268434981,'8','2','1','1',-0.264369928012106,'2','1','3',-1.32343895505044,'4',-0.0652717291773366,-0.576765671930079,-0.407173259134425,-0.320377383939412,'4','1'
2.442264530193,'12','2','4','1',-0.241443583802687,'1','1','2',0.131517885944058,'8',-0.557851036109532,-0.576765671930079,0.651544375028076,0.860565259998689,'1','1'
1.40219450483674,'2','2','2','1',-0.212204188289227,'1','2','1',1.70772113035476,'12',-0.442402761047299,-0.25520227289248,-0.407173259134425,-0.320377383939412,'4','1'
1.11853904337594,'1','2','2','1',-0.437812705944225,'1','2','1',0.616503499608891,'8',-0.731023448702882,-0.25520227289248,-0.407173259134425,-0.320377383939412,'4','1'
2.53681635067994,'12','1','2','1',0.919161058566841,'1','1','2',-0.232221324304567,'12',2.43610756383772,-0.25520227289248,-0.407173259134425,-0.320377383939412,'4','2'
-0.961601007336583,'5','2','2','1',-0.41588315930913,'1','1','1',1.34398192010614,'8',-0.704085517855028,0.0663611261451185,-0.407173259134425,-0.320377383939412,'4','1'
1.68584996629754,'11','2','2','1',-0.458745455004998,'1','1','1',0.616503499608891,'5',-0.861864827106747,-0.576765671930079,-0.407173259134425,-0.320377383939412,'4','1'
-0.86704918684965,'11','3','3','1',0.369925595115129,'2','1','1',1.22273551668993,'8',2.67085238979759,1.03105132325791,-0.407173259134425,-0.320377383939412,'4','2'
0.740331761428211,'5','2','3','1',-0.0623522862827402,'1','1','1',-0.353467727720775,'8',0.346493785211295,0.0663611261451185,-0.407173259134425,-0.320377383939412,'4','2'
0.0784690180196804,'1','1','2','1',0.129032847987185,'2','1','3',-0.232221324304567,'4',-0.438554485211891,-0.576765671930079,-0.407173259134425,-0.320377383939412,'4','1'
