@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute Class {'1','2'}
@data
-1.25393820971224,-1.23585946681463,1.3433419081684,-0.73306514594847,1.83225225267839,1.33740928208127,0.449101755661326,1.04646305414177,-1.29307595242408,2.76507291058005,0.460600207221169,1.02656524375288,-0.428075368025374,1.21399022946139,-0.195916251419053,-0.552428769790193,-0.338692153115392,0.320052021681068,-0.206664255987375,-0.466699871215898,0.63413091679506,-0.149907947214405,-0.49974993746873,0.765972770870013,'1'
-0.458796668994267,2.24706998404858,-0.503176178661016,0.965893233923413,-0.699357077447193,-0.317800225445055,-0.963167916229635,-0.765594182467357,-1.29307595242408,-1.19080808948678,0.460600207221169,-0.704573447230056,-0.428075368025374,-0.822906128695306,-0.195916251419053,-0.552428769790193,-0.338692153115392,0.320052021681068,-0.206664255987375,-0.466699871215898,0.63413091679506,-0.149907947214405,-0.49974993746873,0.765972770870013,'2'
1.13148641244167,-0.738298116691311,1.3433419081684,-0.414510449722492,-0.699357077447193,0.50980452831811,0.449101755661326,0.140434435837208,-1.29307595242408,1.18272051055332,0.460600207221169,-0.704573447230056,2.33370119988026,-0.822906128695306,-0.195916251419053,-0.552428769790193,-0.338692153115392,0.320052021681068,-0.206664255987375,-0.466699871215898,0.63413091679506,-0.149907947214405,1.99899974987492,-1.30422390715705,'1'
-1.25393820971224,1.74950863392526,-0.503176178661016,1.6383975926227,-0.699357077447193,0.50980452831811,0.449101755661326,1.04646305414177,-0.340884529431388,0.831086643880708,0.460600207221169,-0.704573447230056,2.33370119988026,-0.822906128695306,-0.195916251419053,-0.552428769790193,-0.338692153115392,-3.12136756628741,-0.206664255987375,-0.466699871215898,-1.57538447273477,-0.149907947214405,-0.49974993746873,0.765972770870013,'1'
-1.25393820971224,0.256824583555317,0.420082864753691,0.576548605202773,-0.699357077447193,-0.317800225445055,0.449101755661326,1.04646305414177,1.56349831655401,1.53435437722592,0.460600207221169,1.02656524375288,2.33370119988026,-0.822906128695306,-0.195916251419053,1.80837793871491,-0.338692153115392,0.320052021681068,-0.206664255987375,-0.466699871215898,-1.57538447273477,-0.149907947214405,-0.49974993746873,0.765972770870013,'2'
1.13148641244167,1.25194728380195,-0.503176178661016,2.06313718759067,1.83225225267839,-0.317800225445055,0.449101755661326,1.04646305414177,1.56349831655401,-0.0479980228008113,0.460600207221169,-0.704573447230056,2.33370119988026,1.21399022946139,-0.195916251419053,-0.552428769790193,-0.338692153115392,0.320052021681068,-0.206664255987375,-0.466699871215898,-1.57538447273477,-0.149907947214405,1.99899974987492,-1.30422390715705,'1'
1.13148641244167,0.256824583555317,-0.503176178661016,-0.166745685991176,0.5664475876156,1.33740928208127,0.449101755661326,1.04646305414177,-0.340884529431388,1.53435437722592,0.460600207221169,-0.704573447230056,-0.428075368025374,-0.822906128695306,-0.195916251419053,-0.552428769790193,-0.338692153115392,0.320052021681068,-0.206664255987375,-0.466699871215898,0.63413091679506,-0.149907947214405,-0.49974993746873,0.765972770870013,'1'
-0.458796668994267,1.25194728380195,-0.503176178661016,1.28444793014939,-0.699357077447193,-0.317800225445055,0.449101755661326,-0.765594182467357,0.611306893561312,-0.0479980228008113,0.460600207221169,-0.704573447230056,-0.428075368025374,1.21399022946139,-0.195916251419053,-0.552428769790193,2.949581178102,0.320052021681068,-0.206664255987375,2.14056197915225,-1.57538447273477,-0.149907947214405,-0.49974993746873,-1.30422390715705,'1'
1.13148641244167,-0.738298116691311,-0.503176178661016,-0.0605607872491831,1.199349920147,0.50980452831811,-2.37543758812059,1.04646305414177,-1.29307595242408,2.23762211057114,0.460600207221169,-0.704573447230056,-0.428075368025374,-0.822906128695306,-0.195916251419053,-0.552428769790193,-0.338692153115392,0.320052021681068,-0.206664255987375,-0.466699871215898,0.63413091679506,-0.149907947214405,1.99899974987492,-1.30422390715705,'1'
-0.458796668994267,0.754385933678631,1.3433419081684,0.682733503944766,-0.699357077447193,-1.97300973297138,1.86137142755228,-0.765594182467357,0.611306893561312,-0.663357289477875,0.460600207221169,1.02656524375288,-0.428075368025374,-0.822906128695306,-0.195916251419053,1.80837793871491,-0.338692153115392,0.320052021681068,-0.206664255987375,-0.466699871215898,0.63413091679506,-0.149907947214405,-0.49974993746873,-1.30422390715705,'2'
