@relation data
@attribute V1 numeric
@attribute V2 numeric
@attribute V3 numeric
@attribute V4 numeric
@attribute V5 numeric
@attribute V6 numeric
@attribute V7 numeric
@attribute V8 numeric
@attribute V9 numeric
@attribute V10 numeric
@attribute V11 numeric
@attribute V12 numeric
@attribute V13 numeric
@attribute V14 numeric
@attribute V15 numeric
@attribute V16 numeric
@attribute V17 numeric
@attribute V18 numeric
@attribute V19 numeric
@attribute V20 numeric
@attribute V21 numeric
@attribute V22 numeric
@attribute V23 numeric
@attribute V24 numeric
@attribute V25 numeric
@attribute V26 numeric
@attribute V27 numeric
@attribute V28 numeric
@attribute V29 numeric
@attribute V30 numeric
@attribute V31 numeric
@attribute V32 numeric
@attribute V33 numeric
@attribute V34 numeric
@attribute V35 numeric
@attribute V36 numeric
@attribute V37 numeric
@attribute V38 numeric
@attribute V39 numeric
@attribute V40 numeric
@attribute V41 numeric
@attribute V42 numeric
@attribute V43 numeric
@attribute V44 numeric
@attribute V45 numeric
@attribute V46 numeric
@attribute V47 numeric
@attribute V48 numeric
@attribute V49 numeric
@attribute V50 numeric
@attribute Class {'1','2'}
@data
-0.921080888834274,-0.593904503120488,0.236651817076692,1.33004296761961,0.10775185220416,0.451366285063426,0.570288773310702,-1.1761798040492,0.436204468909581,0.263683555137595,-0.404366028703602,-0.197263241125119,-0.501155949925457,-0.0032974479701205,0.9449186400508,-0.831500107630975,1.12489921542902,-0.442114437166038,0.995951694898437,-0.944141036071133,2.07929377698544,0.516868227631196,0.92950568755668,0.375769612910007,-0.481509465489251,-0.455553071253474,0.924900222378597,0.702371334678463,0.617874388343018,-0.378080467206867,-0.390529547502626,-1.01010489626536,-0.809797031174072,-0.0207500081897573,2.67422634822398,0.229098486572542,0.0666918428374712,-0.937494901305169,0.092749780631318,-0.629278543220854,-0.388581498990143,-0.288877415133834,0.44190359611123,0.056596201307451,0.503110207714725,1.37732171311291,-0.12423427251434,-0.0823049754233372,0.20877213474168,-0.932327309188315,'1'
0.844001281995255,0.317688484872375,-1.22013174209254,-1.41938089019829,-1.43179792923962,-0.564585901997729,-0.974612599271186,0.145118616504834,-1.1578702100337,-0.194626943947084,-1.0112064361726,1.18733037656478,-0.856291734755793,-0.795893829156573,-1.07031756894213,-1.04165706205537,-1.04545598426103,-0.441704793080953,0.285923132774645,1.35779267759685,-1.32382702545703,0.1557742055273,1.00556135516473,-0.176172307103588,2.01984130410897,2.27829180978108,-1.56457468283405,-0.268976330676004,-0.873785175590702,-0.486181923687651,-0.390249373453839,-0.198386148912344,-0.931539260166607,-0.778157785086325,-0.259363367045883,-1.14299513254926,0.212902499106305,0.930071154916004,2.73028204815949,3.27378556482741,1.62434462062542,-1.76054755786878,-1.18109417239696,-0.985229009456113,0.599285506117396,-0.708246300204482,-0.602944305735839,-0.592289453318302,-0.960253489774693,-0.778014862576236,'1'
0.0295528649274536,0.0905510748294486,-0.493488674473227,1.69898673283217,0.359069737775538,0.382206724161728,1.6340607868768,0.366773354600525,0.944437863476561,-0.655502866153783,-0.281992005878311,-0.12256301526506,-0.533145425719474,0.611036011431306,0.0145193586821092,0.441659742557226,-0.332441057480136,3.21313973404942,0.0558437708249471,-0.174513656059872,1.39095877201982,-0.827054008571973,0.106883564878519,0.500937383092495,-0.500992188448743,-0.0184736818712618,-1.08944955228986,0.948888134347871,1.45681749158258,-0.246170649001265,0.911971297566702,-1.56329320009367,-0.415977045009806,-0.218286982221357,1.24168078364161,0.412581298669041,1.38066605950872,-0.202493089254484,0.0380450918373629,-0.0402537491883755,0.773558441396294,-0.159640958549975,-0.262630038316682,1.45207608432024,-0.686878945120099,1.80993405337818,0.201917151045297,0.397061878949116,0.928376491255449,0.833306204786146,'1'
1.16408695703258,0.854469284407241,0.297077662262247,0.650373367016676,0.581318262616692,-0.564352668246494,0.602786921061841,0.704176715241859,-0.353488834322173,-0.539146443944053,0.442379756946364,-0.0021106888968697,-0.940650765749931,-0.466506706882709,-1.12028598841305,2.56904487906136,0.888610524538066,-0.400884780188629,-0.580136199678554,-0.0150724018043598,-0.774185061273829,-1.28595996598736,-1.10953721943008,0.29204890683696,-0.142057486603513,-0.731899935937168,1.40686814732347,-0.325823451438006,0.474352878687147,-0.568406284696194,1.43646800448823,0.680534421366551,-0.0124377086452544,0.893277440727532,-0.104358180390072,0.895056794167441,-0.672294978109516,-0.615831570176607,0.354788955560662,-0.398577447812138,-0.808223340522244,2.69765446581426,0.46161279428698,-0.992182121383568,-0.692798750649815,-0.763512822004156,1.17703009284226,-0.688023738647421,-1.43164049608916,0.254922358800048,'1'
0.584105529304566,0.302727034221342,-0.501413926777501,0.994661563037868,0.735881527181363,-1.47561798429906,-0.651353979514446,0.827317267182329,0.946759178108789,-0.599160693165657,-1.6792115654101,-0.174288382492674,-0.152608619368711,0.690963670348842,0.515920277317277,0.365231654380818,0.972327365797728,0.201565120943374,0.256884186880225,0.265825006929266,-0.546936601200116,-0.475714187706187,0.265809438665417,1.06306132421257,0.479001373751796,-0.275259593335044,0.180984138005258,0.812888138480305,-0.727304072135393,0.157937235110764,1.1504937722199,-0.305514430662479,0.413897677906313,0.95013873788229,1.09655462271466,0.989388358532179,-0.451517732595665,0.0900240667405621,0.913184888836023,1.08523939225365,0.798731291286263,-0.708744759876754,0.541638328949318,0.421807124011038,-0.162546750864151,-0.00854477357273209,-0.106239599712978,-0.363011208062678,-0.0355876681664924,-0.756275279334556,'1'
0.795910899466002,1.48447508408505,-1.30665935529861,-1.5099396907751,0.55883759975815,0.963706740605681,-0.538915749063507,-0.521821124744154,0.242377754161541,1.60524373701332,0.880039827111906,1.25391084651316,0.362089854732067,3.47171977171588,2.19511510675683,-1.11951926537374,-0.622241519516873,-0.498595096345643,1.81409145693381,0.166727862507721,0.15623695693351,-0.253979895535474,0.829868966875598,-0.332057178159983,0.228043955088234,-0.610316206818715,-1.63914763127008,-0.535909406132586,-0.577911494631178,-0.584848612898884,0.00432859469462095,0.0784388669123537,-0.0868053000414859,0.0857655283075459,-0.540090678291701,-0.47255152494297,-1.06482467300288,1.04552042010507,2.10353235954419,1.08620104036441,0.461906351216954,0.219636048091596,1.9831183096518,1.58022859983034,-0.557048772515915,0.797414768476692,0.129491152908878,2.08763485490467,-0.479637624729331,-0.882160014915867,'1'
-1.33516762914856,-1.50411568433192,0.933421055288812,1.89387102345765,-0.490806915100081,0.525688703791799,-1.15367259282083,-0.379268801338757,1.08413861334075,0.551543456567446,0.0181089791082542,2.92488389890494,-0.38859410940967,2.65065874368866,1.72576445290101,-1.06211399239163,-0.72948679156513,-0.425984505126112,1.78177491018518,-0.868839493267721,3.22718927508461,-0.865078014800973,0.453029703404628,0.874556170767038,0.840971442492574,0.051408504698428,-1.24610645065497,-0.893533913946375,-1.54118136818074,0.0397771534192693,0.0743263790025387,-0.43512378200731,-0.944068086367616,-0.732935081251506,-0.238516552103507,-1.26688302734749,1.44021102163711,1.18565414973276,1.85272527971963,-0.269031387470673,1.25826890241881,-1.39428238450243,-0.306028926355772,1.56279437875228,0.44245267431902,0.754801231461327,0.280508439892935,1.33072440214306,-0.825270800469125,-0.916233153143909,'1'
-1.11080158777619,-0.981537277775968,-1.05393124239054,2.02085583057398,-1.3673545055054,-0.144076394509408,0.334511509567006,-0.165944895451407,0.293485398614899,1.69569268136606,-1.10039796266818,-0.166193738102571,-0.150497214691544,2.94241173947014,0.77702879567439,0.294288971518928,2.39128859350008,0.466411793332727,1.26844615758,3.64406570988588,-0.467781787646861,-0.0422956105539882,-0.365486459719136,0.526678846018089,-1.47164336287498,0.126690926932981,0.497495935452406,-0.928266351230069,0.655060873271448,1.59669414555289,1.26504358532196,0.716884655860701,-0.647388372762562,-0.822811434191072,0.0337477938965592,-0.612658050246207,-0.500576803814692,0.62781026300881,-0.256151741929393,-0.0109650354995481,0.428316033228369,-1.24961956576335,-0.741719358114629,-0.0264580847685107,-1.01478404470533,0.345105333017445,0.686571516132594,1.69511882596279,1.82572057083937,0.699885785136082,'1'
-0.495075005011651,-0.514765391588923,-0.229864740858295,-1.02853047456952,-0.208717838573976,-0.518719404251858,-1.36255422849028,0.210518118896361,0.501900322438871,-0.699160157944256,-0.101809306401047,-0.216708293268056,-0.0752484590389645,-0.927080974794807,0.371825738068028,-1.19569781800175,-0.601212497815948,-0.51091423973198,-1.04742058365712,3.0795775859177,-0.662954606812183,0.642979548528689,0.358077593249628,-0.273506358603218,0.892742500186373,-0.220114448226214,-1.01376526353222,-0.181745403989483,-2.28765389252972,-0.55005364450315,-0.123734898304617,0.623654010162527,-0.231386422431769,-0.256050360876393,2.71763661746798,0.140779367584989,2.71764799802926,2.46778073862047,0.088733271134521,1.58109252808485,-0.611769089835728,-0.649392829834958,-0.809673780261085,-1.10429635316518,0.113668113669288,-0.0744423271106376,-0.719454288153523,-0.553203564209528,0.020358673565053,-0.827316860177005,'1'
-0.428420881590706,-0.877197327753811,1.25532978290102,-0.195657942427669,-0.131438885495394,-1.35783886925454,-0.487330854021501,0.0599123315588552,0.954572979952477,1.33489601397421,-0.133048727230142,0.434373411934569,-0.901878220830345,-0.683800733935515,-0.334139928279556,-1.20684619095401,-1.07122282973619,1.04627162811748,-0.0822487786131755,0.312009021513367,-0.448999612159454,-0.758497281826032,1.94982535107837,-0.51844581961325,-1.10688500210204,1.84944318622633,-0.520228907994735,-1.1155653360686,-0.640006595568753,0.311900055718328,-0.247033980795469,-0.771603289591162,-0.77633431979392,-0.890626017692578,2.38217723264387,-1.44973859088301,1.18694785085447,-0.674499064280092,0.29620176274296,0.686260175375096,0.133310702478515,0.0412437769124875,0.31132423840544,1.36393613690766,-1.56007660897952,1.28444744903565,-0.917266347205333,0.829621867732061,-0.201112675244028,0.23199561748873,'1'
